#FIELDS:
# 1. Newbase-id
# 2. Newbase-name
340;WindSpeedGeostr
341;WindSpeed10M
342;WindDirection10M
343;Temperature2M
344;DewPoint2M
345;Humidity2M
346;WindUMS10M
347;WindVMS10M
348;ShipDirection
349;ShipSpeed
350;WeatherSymbol
351;ChillFactor
352;DegreeDays
353;Precipitation1h
354;Precipitation3h
355;Precipitation6h
356;Precipitation12h
357;Precipitation24h
358;MaximumTemperature24h
359;MinimumTemperature24h
360;MaximumTemperature2m
361;MinimumTemperature2m
362;MinimumWind
363;Precipitation4h
364;CloudTopBrightnessTemperature
365;WaterVapourBrightnessTemperature
366;WaterVapourBrightnessTemperatureIncludingCloudCorrection
367;MaximumIcingIndex
368;CloudWaterReflectivity
370;SatoKierto
372;FrostProbability
373;SevereFrostProbability
378;ConvectiveSnowFallRate
379;LargeScaleSnowFallRate
380;ConvectiveAvailablePotentialEnergy
381;Roughness
382;StormRelativeHelicity
383;SurfaceRoughnessAtSea
384;IceConcentration
385;IceThickness
386;IceMinThickness
387;IceMaxThickness
388;IceDegreeOfRidging
389;IceSpeed
390;IceDirection
392;CanopyWater
393;GroundFrost
394;SurfaceTypeFraction
395;SoilType
399;VegetationType
400;ForecasterCode
401;WmoBlockNumber
402;WmoStationNumber
403;StationType
404;Latitude
405;Longitude
406;PressureChange
407;Visibility
408;PresentWeather
409;PastWeather1
410;PastWeather2
411;LowCloudType
412;MiddleCloudType
413;HighCloudType
414;CloudHeight
415;PrecipitationPeriod
416;MaximumWind
417;WindGust
418;OldVisibility
419;VisibilityChange
420;RainOnOff
421;SunOnOff
422;WetnessOnOff
423;RainMinutes
424;StateOfGround
425;SnowDepth06
426;SnowDepth18
427;DailyMeanTemperature
428;MinimumTemperature06
429;MaximumTemperature06
430;MinimumGroundTemperature06
431;MinimumTemperature18
432;MaximumTemperature18
433;MonthlyMeanTemperature
434;MonthlyPrecipitation
435;SunHours
436;DailyGlobalRadiation
437;DailyDiffuseRadiation
438;DailyReflectedRadiation
439;DailyNetRadiation
440;PrecipitationReliability
441;TotalOzone
442;UVCumulated
443;UVMaximum
444;TimeOfUVMaximum
445;DailyPrecipitationCode
446;HourlySunShine
447;HourlyGlobalRadiation
448;HourlyDiffuseRadiation
449;HourlyReflectedRadiation
450;HourlyNetRadiation
451;MonthlyMeanPrecipitation3160
452;MonthlyMeanTemperature3160
453;MonthlyMeanCloudiness3160
454;Monthly15SnowDepth3160
455;MonthlyMeanPrecipitation6190
456;MonthlyMeanTemperature6190
457;MonthlyMeanCloudiness6190
458;Monthly15SnowDepth6190
459;HourlyPressure
460;HourlyTemperature
461;HourlyMinimumTemperature
462;HourlyMaximumTemperature
463;HourlyRelativeHumidity
464;HourlyWindSpeed
465;HourlyMinimumWindSpeed
466;HourlyMaximumWindSpeed
467;HourlyMaximumGust
468;HourlyWindDirection
469;HourlyMaxRainIntensity
470;RainIntensityWeather
471;HourlyWaterTemperature
472;PressureAtStationLevel
473;Precipitation06
474;Precipitation18
475;FlAltitude
476;PhaseOfFlight
477;Turbulence
478;BaseOfTurbulence
479;TopOfTurbulence
480;Icing
481;StdDevTotalCloud
482;TemperatureHighCld
483;StdDevHighCld
484;TemperatureLMCld
485;StdDevLMCld
486;FogPercentage
487;LandPercentage
488;SeaPercentage
489;SnowPercentage
490;SunGlintPercentage
491;IR
492;VIS
493;WV
494;CH112
495;Precipitation7Days
496;Precipitation10Days
497;Precipitation30Days
498;SunSeconds
499;HaKeTaskCode
500;CloudBase
501;1CloudCover
502;1CloudBase
503;2CloudCover
504;2CloudBase
505;3CloudCover
506;3CloudBase
507;4CloudCover
508;4CloudBase
509;CbCloudCover
510;CbCloudBase
511;SolarElevation
513;CloudCeilingHFT
514;WindGustKT
515;AviVis
516;VerVis
517;WindSpeedKT
518;HourlyMaximumGustKT
519;WindVectorKT
520;WeatherSymbolTaf
521;AviationWeather1
522;AviationWeather2
523;AviationWeather3
524;PackedAviationCloud1
525;PackedAviationCloud2
526;PackedAviationCloud3
527;PackedAviationCloud4
530;LandCover
532;IceCover
533;DeepSoilTemperature
534;DeepSoilMoistureContent
535;ForestGroundHumidity
536;FieldGroundHumidity
537;Precipitation5d
538;ForestFireWarning
540;GroundHumidityForest
541;ClusterTemperature1
542;ClusterTemperature2
543;ClusterTemperature3
544;ClusterTemperature4
545;ClusterTemperature5
546;ClusterTemperature6
547;ClusterGeopHeight1
548;ClusterGeopHeight2
549;ClusterGeopHeight3
550;ClusterGeopHeight4
551;ClusterGeopHeight5
552;ClusterGeopHeight6
556;EFIWindSpeed
557;EFITemperature
558;EFIWindGust
559;EFIWindPrecipitation
560;ProbabilityOfTemp
561;ProbabilityOfTempLimit1
562;ProbabilityOfTempLimit2
563;ProbabilityOfTempLimit3
564;ProbabilityOfTempLimit4
570;ProbabilityOfPrec
571;ProbabilityOfPrecLimit1
572;ProbabilityOfPrecLimit2
573;ProbabilityOfPrecLimit3
574;ProbabilityOfPrecLimit4
575;ProbabilityOfPrecLimit5
576;ProbabilityOfPrecLimit6
577;ProbabilityOfPrecLimit7
578;ProbabilityOfPrecLimit8
579;ProbabilityOfPrecLimit9
580;ProbabilityOfWind
581;ProbabilityOfWindLimit1
582;ProbabilityOfWindLimit2
583;ProbabilityOfGustLimit1
584;ProbabilityOfGustLimit2
585;ProbabilityOfGustLimit3
586;ProbabilityOfGustLimit4
587;ProbabilityOfGustLimit5
588;ProbabilityOfPrecLimit10
590;TopoSlope
591;TopoAzimuth
592;TopoRelativeHeight
593;TopoDistanceToSea
594;TopoDirectionToSea
595;TopoDistanceToLand
596;TopoDirectionToLand
600;SensorOrdinal
601;DeltaTime
602;BirchPollenTemperatureSum
603;BirchPollenConcentration
604;BirchPollenAvailable
605;BirchPollenRemainingRatio
606;GrassPollenTemperatureSum
607;GrassPollenConcentration
608;GrassPollenAvailable
609;GrassPollenRemainingRatio
610;AlderPollenTemperatureSum
611;AlderPollenConcentration
612;AlderPollenAvailable
613;AlderPollenRemainingRatio
614;MugwortPollenTemperatureSum
615;MugwortPollenConcentration
616;MugwortPollenAvailable
617;MugwortPollenRemainingRatio
618;RagweedPollenTemperatureSum
619;RagweedPollenConcentration
620;RagweedPollenAvailable
621;RagweedPollenRemainingRatio
634;FrostSum
635;RoadFrostCover
636;RoadSnowCover
637;RoadMaintenanceMeasure
638;TimeToNextMeasure
639;WaterStorage
640;TimeToNextSalting
641;RoadCondition
642;ProbabilityDryRoad
643;ProbabilityWetRoad
644;ProbabilityMoistRoad
645;ProbabilitySnowyRoad
646;ProbabilityFrostyRoad
647;ProbabilityIcyRoad
648;RoadTemperature
649;GrowthPeriodDeviationInDays
650;GrowthPeriodDeviationInPrcnt
651;GrowthPeriodPrecipitation
652;EffectiveTemperatureSum
653;RoadConditionSeverity
654;RoadTemperature2
655;DeepRoadTemperature
656;DeepRoadTemperature2
657;RoadConditionAlternative
658;GrowthPeriodOnOff
659;RoadNotification
660;RoadWarning
661;PedestrianIndex
662;RoadReasoning
663;TrafficIndex
664;Friction
665;RoadIceCover
666;RoadIceCoverOnVehiclePath
670;WindDirectionCode
671;WindDirectionVoltage
672;AverageWindDirection
673;MaximumWindDirection
674;MinimumWindDirection
675;WindDirectionDeviation
676;WindSpeedDeviation
677;WindVerticalDeviation
680;TemperatureCode
681;TemperatureVoltage
682;AverageTemperature
683;TemperatureDeviation
690;HumidityCode
691;HumidityVoltage
692;AverageHumidity
693;MaximumHumidity
694;MinimumHumidity
695;HumidityDeviation
700;PressureCode
701;PressureVoltage
702;AveragePressure
703;MaximumPressure
704;MinimumPressure
705;PressureDeviation
706;SurfaceWaterPhase
707;ProbabilityOfSnow
708;VerticalSoundingSignificance
710;SatelCh1
711;SatelCh2
712;SatelCh3
713;SatelCh4
714;SatelCh5
715;SatelCh6
716;SatelCh112
717;SatelCh124
718;SatelCh345
719;SatelCh7
720;SatelCh8
721;SatelCh9
722;SatelCh10
723;SatelCh11
724;SatelCh12
730;SatelCh129
731;SatelCh239
732;SatelCh321
733;SatelCh4910
734;SatelCh164
745;1CloudType
746;2CloudType
747;3CloudType
748;4CloudType
749;Mist
750;FL1Base
751;FL1Top
752;FL1Cover
753;FL1CloudType
754;FL2Base
755;FL2Top
756;FL2Cover
757;FL2CloudType
758;FL3Base
759;FL3Top
760;FL3Cover
761;FL3CloudType
762;FL4Base
763;FL4Top
764;FL4Cover
765;FL4CloudType
766;FL5Base
767;FL5Top
768;FL5Cover
769;FL5CloudType
770;FL6Base
771;FL6Top
772;FL6Cover
773;FL6CloudType
774;FL7Base
775;FL7Top
776;FL7Cover
777;FL7CloudType
778;FL8Base
779;FL8Top
780;FL8Cover
781;FL8CloudType
782;FLCbBase
783;FLCbCover
784;FLMinBase
785;FLMaxBase
786;PollenIndexNut
787;PollenIndexAlder
788;PollenIndexBirch
789;PollenIndexMugwort
790;PollenIndexHay
791;PollenIndexMould
792;PollenIndexSum
793;NormalGroundMinTemperature
794;NormalGroundMinTemperatureF02
795;NormalGroundMinTemperatureF12
796;NormalGroundMinTemperatureF37
797;NormalGroundMinTemperatureF50
798;NormalGroundMinTemperatureF63
799;NormalGroundMinTemperatureF88
800;NormalGroundMinTemperatureF98
801;NormalMeanTemperature
802;NormalMeanTemperatureF02
803;NormalMeanTemperatureF12
804;NormalMeanTemperatureF37
805;NormalMeanTemperatureF50
806;NormalMeanTemperatureF63
807;NormalMeanTemperatureF88
808;NormalMeanTemperatureF98
811;NormalMaxTemperature
812;NormalMaxTemperatureF02
813;NormalMaxTemperatureF12
814;NormalMaxTemperatureF37
815;NormalMaxTemperatureF50
816;NormalMaxTemperatureF63
817;NormalMaxTemperatureF88
818;NormalMaxTemperatureF98
821;NormalMinTemperature
822;NormalMinTemperatureF02
823;NormalMinTemperatureF12
824;NormalMinTemperatureF37
825;NormalMinTemperatureF50
826;NormalMinTemperatureF63
827;NormalMinTemperatureF88
828;NormalMinTemperatureF98
829;PoP24h
830;PoP18
831;PoP06
832;Evaporation18
840;MetarObservationType
841;RoadWarning1
842;RoadWarning2
843;RoadWarning3
844;RoadWarning4
845;RoadWarning5
846;RoadWarning6
850;SnowLoad
851;HoarFrostLoad
852;TotalSnowLoad
853;DrySnowLoad
854;WetSnowLoad
855;FrozenSnowLoad
856;SnowLoadType
857;PrecipitationWater
858;PrecipitationSnow
859;PrecipitationSleet
860;TotalSnowLoadChange
861;TemperatureAnomalyMinus2
862;TemperatureAnomalyMinus1
863;TemperatureAnomalyPlus0
864;TemperatureAnomalyPlus1
865;TemperatureAnomalyPlus2
866;PrecipitationAnomaly10
867;PrecipitationAnomaly20
868;Detectability
870;VerticalMeltingArea
871;TemperatureF100
872;TemperatureF90
873;TemperatureF75
874;TemperatureF50
875;TemperatureF25
876;TemperatureF10
877;TemperatureF0
881;TotalCloudCoverF100
882;TotalCloudCoverF90
883;TotalCloudCoverF75
884;TotalCloudCoverF50
885;TotalCloudCoverF25
886;TotalCloudCoverF10
887;TotalCloudCoverF0
891;TotalPrecipitationF100
892;TotalPrecipitationF90
893;TotalPrecipitationF75
894;TotalPrecipitationF50
895;TotalPrecipitationF25
896;TotalPrecipitationF10
897;TotalPrecipitationF0
910;ExceptionalPrecipitation
911;1CloudTop
912;2CloudTop
913;3CloudTop
914;4CloudTop
915;CbCloudTop
920;Precipitation3hF0
921;Precipitation3hF1
922;Precipitation3hF2
923;Precipitation3hF5
924;Precipitation3hF6
925;Precipitation3hF7
926;Precipitation3hF8
927;Precipitation3hF9
928;Precipitation3hF10
929;Precipitation3hF12
930;Precipitation3hF20
931;Precipitation3hF25
932;Precipitation3hF30
933;Precipitation3hF37
934;Precipitation3hF40
935;Precipitation3hF50
936;Precipitation3hF60
937;Precipitation3hF63
938;Precipitation3hF70
939;Precipitation3hF75
940;Precipitation3hF80
941;Precipitation3hF88
942;Precipitation3hF90
943;Precipitation3hF95
944;Precipitation3hF98
945;Precipitation3hF99
946;Precipitation3hF100
947;ProbabilityOfPrecipitation3h0mm
948;ProbabilityOfPrecipitation3h01mm
949;ProbabilityOfPrecipitation3h05mm
950;ProbabilityOfPrecipitation3h1mm
951;ProbabilityOfPrecipitation3h2mm
952;ProbabilityOfPrecipitation3h3mm
953;ProbabilityOfPrecipitation3h4mm
954;ProbabilityOfPrecipitation3h5mm
955;ProbabilityOfPrecipitation3h6mm
956;ProbabilityOfPrecipitation3h7mm
957;ProbabilityOfPrecipitation3h8mm
958;ProbabilityOfPrecipitation3h9mm
959;ProbabilityOfPrecipitation3h10mm
960;ProbabilityOfPrecipitation3h12mm
961;ProbabilityOfPrecipitation3h14mm
962;ProbabilityOfPrecipitation3h16mm
963;ProbabilityOfPrecipitation3h18mm
964;ProbabilityOfPrecipitation3h20mm
965;ProbabilityOfPrecipitation3h25mm
966;ProbabilityOfPrecipitation3h30mm
967;ProbabilityOfPrecipitation3h35mm
968;ProbabilityOfPrecipitation3h40mm
969;ProbabilityOfPrecipitation3h45mm
970;ProbabilityOfPrecipitation3h50mm
971;ProbabilityOfPrecipitation3h60mm
972;ProbabilityOfPrecipitation3h70mm
973;ProbabilityOfPrecipitation3h80mm
974;ProbabilityOfPrecipitation3h90mm
975;ProbabilityOfPrecipitation3h100mm
976;ProbabilityOfPrecipitation3h150mm
977;ProbabilityOfPrecipitation3h200mm
978;ProbabilityOfPrecipitation3h500mm
999;FlagDate
1023;ProbabilityOfWindLimit3
1024;ProbabilityOfWindLimit4
1025;ProbabilityOfWindLimit5
1026;ProbabilityOfWindLimit6
1031;ProbabilityOfColdLimit1
1032;ProbabilityOfColdLimit2
1033;ProbabilityOfColdLimit3
1034;ProbabilityOfColdLimit4
1041;ProbabilityOfHeatLimit1
1042;ProbabilityOfHeatLimit2
1043;ProbabilityOfHeatLimit3
1051;ProbabilityOfCAPE1
1052;ProbabilityOfCAPE2
1053;ProbabilityOfCAPE3
1054;ProbabilityOfCAPE4
1061;ProbabilityOfPr6Limit1
1062;ProbabilityOfPr6Limit2
1063;ProbabilityOfPr6Limit3
1064;ProbabilityOfPr6Limit4
1065;ProbabilityOfPr6Limit5
1066;ProbabilityOfPr6Limit6
1071;ProbabilityOfPr24Limit1
1072;ProbabilityOfPr24Limit2
1073;ProbabilityOfPr24Limit3
1074;ProbabilityOfPr24Limit4
1075;ProbabilityOfPr24Limit5
1081;ProbabilityOfSn6Limit1
1082;ProbabilityOfSn6Limit2
1083;ProbabilityOfSn6Limit3
1084;ProbabilityOfSn6Limit4
1085;ProbabilityOfSn6Limit5
1086;ProbabilityOfSn6Limit6
1091;ProbabilityOfSn24Limit1
1092;ProbabilityOfSn24Limit2
1093;ProbabilityOfSn24Limit3
1094;ProbabilityOfSn24Limit4
1095;ProbabilityOfSn24Limit5
1096;ProbabilityOfSn24Limit6
1097;BioMassSum
1098;BioMassSumChange
1099;BioMassSumChangeP
1100;CyanosSum
1101;CyanosSumChange
1102;CyanosSumChangeP
1103;Reflectivity
1104;RadialVelocity
1105;SpectralWidth
1106;AshConcentration
1107;GrowthPeriodStarted
1108;GrowthPeriodEnded
1109;AshOnOff
1110;WindSpeedF100
1111;WindSpeedF90
1112;WindSpeedF75
1113;WindSpeedF50
1114;WindSpeedF25
1115;WindSpeedF10
1116;WindSpeedF0
1117;WindGustF100
1118;WindGustF90
1119;WindGustF75
1120;WindGustF50
1121;WindGustF25
1122;WindGustF10
1123;WindGustF0
1124;GrowthPeriodPentadRelativeHumidityMean
1125;GrowthPeriodPentadRelativeHumidityDeviation
1126;GrowthPeriodPentadRelativeHumidityMax
1127;GrowthPeriodPentadRelativeHumidityMin
1128;GrowthPeriodPentadEvaporation
1129;GrowthPeriodEvaporationSum
1130;EffectiveTemperatureSumDeviation
1131;GrowthPeriodPentadTemperatureMean
1132;GrowthPeriodPentadTemperatureMeanDeviation
1133;GrowthPeriodPentadTemperatureMax
1134;GrowthPeriodPentadTemperatureMaxDeviation
1135;GrowthPeriodPentadTemperatureMin
1136;GrowthPeriodPentadTemperatureMinDeviation
1137;GrowthPeriodPentadSurfaceTemperatureMin
1138;GrowthPeriodPentadFrostNights
1139;GrowthPeriodPentadPrecipitation
1140;GrowthPeriodPentadPrecipitationDeviation
1141;GrowthPeriodPentadPrecipitationDays01mm
1142;GrowthPeriodPentadPrecipitationDays1mm
1143;GrowthPeriodPrecipitationSum
1144;GrowthPeriodPrecipitationSumDeviationInPrcnt
1145;GrowthPeriodPentadSurfaceTemperatureMin025Perc
1146;SeaWaterVelocityU
1147;SeaWaterVelocityV
1148;SeaWaterVelocityW
1149;EastwardIceVelocity
1150;NorthwardIceVelocity
1151;RaftIceConcentration
1152;RaftIceThickness
1153;RidgeIceConcentration
1154;MeanIceThickness
1155;Runoff
1156;WaterLevelIndex
1157;PrecipitationLevel
1158;Snow1h
1159;RadiationGlobalAccumulation
1160;RadiationLWAccumulation
1161;RadiationNetSurfaceLWAccumulation
1162;RadiationNetSurfaceSWAccumulation
1163;RadiationDiffuseAccumulation
1164;ClearAirTurbulence
1165;HorizontalExtentOfCumulonimbus
1166;InCloudTurbulence
1167;PrecipitationGraupel
1168;PrecipitationRateGraupel
1169;PrecipitationSolid
1170;PrecipitationRateSolid
1171;PrecipitationInstantWater
1172;PrecipitationInstantSnow
1173;PrecipitationInstantGraupel
1174;CloudTop
1175;FloodWarningIndex
1176;HakeMessageType
1180;Surface6hAccumulatedNOxDryDeposition
1181;Surface6hAccumulatedNOxWetDeposition
1182;Surface6hAccumulatedNHxDryDeposition
1183;Surface6hAccumulatedNHxWetDeposition
1184;Surface6hAccumulatedSDryDeposition
1185;Surface6hAccumulatedSWetDeposition
1186;Surface24hAccumulatedNOxDryDeposition
1187;Surface24hAccumulatedNOxWetDeposition
1188;Surface24hAccumulatedNHxDryDeposition
1189;Surface24hAccumulatedNHxWetDeposition
1190;Surface24hAccumulatedSDryDeposition
1191;Surface24hAccumulatedSWetDeposition
1192;AbsoluteHumidity
1193;PrecipitationInstantSolid
1194;SeaDepth
1195;MixedLayerThickness
1196;SeaSurfaceElevation
1197;SeasonalWaterLevelIndex
1198;IcingWarningIndex
1199;CloudIce
1200;SnowMixingRatio
1201;RainWaterMixingRatio
1202;GraupelMixingRatio
1203;OceanIcing
1204;MoninObukhovLength
1205;PrecipitationForm2
1206;PrecipitationForm3
1207;QNH
1208;PrecipitationInstantTotal
1209;ClearAirTurbulence2
1210;TotalColumnWater
1211;DeIcingClass0Probability
1212;DeIcingClass1Probability
1213;DeIcingClass2Probability
1214;DeIcingClass3Probability
1215;DeIcingClass4Probability
1216;TopLinkIndex2
1217;TopLinkIndex3
1218;ProbabilityThunderstorm2
1219;ProbabilityOfPrecFormDrizzle
1220;ProbabilityOfPrecFormRain
1221;ProbabilityOfPrecFormSleet
1222;ProbabilityOfPrecFormSnow
1223;ProbabilityOfPrecFormFreezingDrizzle
1224;ProbabilityOfPrecFormFreezingRain
1225;BoundaryLayerTurbulence
1226;PotentialPrecipitationForm
1227;SnowDensity
1228;AreaOfRisk
1229;CloudBase2
1230;FrostLayerTop
1231;FrostLayerBottom
1232;Visibility2
1233;CloudTop2
1234;AverageWindSpeedMS
1235;PotentialPrecipitationType
1236;HumidityRelativeToIce
1237;FrostPoint
1238;AvailableEnsembleMemberCount
1239;WindGust2
1240;ProbabilityOfSigWaveHeightLimit1
1241;ProbabilityOfSigWaveHeightLimit2
1242;ProbabilityOfSigWaveHeightLimit3
1243;ProbabilityOfSigWaveHeightLimit4
1244;ProbabilityOfConvectivePrecipitationLimit1
1245;ProbabilityOfConvectivePrecipitationLimit2
1246;ProbabilityOfConvectivePrecipitationLimit3
1247;ProbabilityOfConvectivePrecipitationLimit4
1248;ProbabilityOfConvectivePrecipitationLimit5
1249;ProbabilityOfConvectivePrecipitationLimit6
1250;ProbabilityOfPrecipitation3h03mm
1251;ProbabilityOfColdLimit5
1300;DifferentialReflectivity
1301;SpecificDifferentialPhase
1302;DifferentialPhase
1303;SignalQualityIndex
1304;ReflectivityCorrelation
4500;TemperatureF99
4501;TemperatureF97.5
4502;TemperatureF95
4503;TemperatureF87.5
4504;TemperatureF12.5
4505;TemperatureF5
4506;TemperatureF2.5
4507;TemperatureF1
4508;TotalCloudCoverF99
4509;TotalCloudCoverF97.5
4510;TotalCloudCoverF95
4511;TotalCloudCoverF87.5
4512;TotalCloudCoverF12.5
4513;TotalCloudCoverF5
4514;TotalCloudCoverF2.5
4515;TotalCloudCoverF1
4516;Precipitation3hF97.5
4517;Precipitation3hF87.5
4518;Precipitation3hF12.5
4519;Precipitation3hF2.5
4520;WindSpeedF99
4521;WindSpeedF97.5
4522;WindSpeedF95
4523;WindSpeedF87.5
4524;WindSpeedF12.5
4525;WindSpeedF5
4526;WindSpeedF2.5
4527;WindSpeedF1
4528;WindGustF99
4529;WindGustF97.5
4530;WindGustF95
4531;WindGustF87.5
4532;WindGustF12.5
4533;WindGustF5
4534;WindGustF2.5
4535;WindGustF1
4536;DewPointF100
4537;DewPointF99
4538;DewPointF97.5
4539;DewPointF95
4540;DewPointF87.5
4541;DewPointF50
4542;DewPointF12.5
4543;DewPointF5
4544;DewPointF2.5
4545;DewPointF1
4546;DewPointF0
4547;CAPEF100
4548;CAPEF99
4549;CAPEF97.5
4550;CAPEF95
4551;CAPEF87.5
4552;CAPEF50
4553;CAPEF12.5
4554;CAPEF5
4555;CAPEF2.5
4556;CAPEF1
4557;CAPEF0
4558;IceCoverF100
4559;IceCoverF99
4560;IceCoverF97.5
4561;IceCoverF95
4562;IceCoverF87.5
4563;IceCoverF50
4564;IceCoverF12.5
4565;IceCoverF5
4566;IceCoverF2.5
4567;IceCoverF1
4568;IceCoverF0
4569;SnowDepthF100
4570;SnowDepthF99
4571;SnowDepthF97.5
4572;SnowDepthF95
4573;SnowDepthF87.5
4574;SnowDepthF50
4575;SnowDepthF12.5
4576;SnowDepthF5
4577;SnowDepthF2.5
4578;SnowDepthF1
4579;SnowDepthF0
4580;MaximumTemperatureF100
4581;MaximumTemperatureF99
4582;MaximumTemperatureF97.5
4583;MaximumTemperatureF95
4584;MaximumTemperatureF87.5
4585;MaximumTemperatureF50
4586;MaximumTemperatureF12.5
4587;MaximumTemperatureF5
4588;MaximumTemperatureF2.5
4589;MaximumTemperatureF1
